"CIE10","DESCRIPCION DIAGNOSTICO","GENERO","NÚMERO DE INCAPACIDADES","DIAS TOTALES INCAPACIDAD","PROMEDIO DIAS POR INCAPACIDAD","PERIODO DE CONSULTA"
"H609","OTITIS EXTERNA, SIN OTRA ESPECIFICACION","F","1","3","3","01/07/2019-31/12/2020"
"H651","OTRA OTITIS MEDIA AGUDA, NO SUPURATIVA","F","1","3","3","01/07/2019-31/12/2020"
"H659","OTITIS MEDIA NO SUPURATIVA, SIN OTRA ESPECIFICACION","F","2","4","2","01/07/2019-31/12/2020"
"H664","OTITIS MEDIA SUPURATIVA, SIN OTRA ESPECIFICACION","F","1","3","3","01/07/2019-31/12/2020"
"H669","OTITIS MEDIA, NO ESPECIFICADA","F","2","8","4","01/07/2019-31/12/2020"
"H720","PERFORACION CENTRAL DE LA MEMBRANA TIMPANICA","F","2","36","18","01/07/2019-31/12/2020"
"H811","VERTIGO PAROXISTICO BENIGNO","F","4","8","2","01/07/2019-31/12/2020"
"H813","OTROS VERTIGOS PERIFERICOS","F","7","16","2","01/07/2019-31/12/2020"
"I10X","HIPERTENSION ESENCIAL (PRIMARIA)","F","6","24","4","01/07/2019-31/12/2020"
"I209","ANGINA DE PECHO, NO ESPECIFICADA","F","2","6","3","01/07/2019-31/12/2020"
"I471","TAQUICARDIA SUPRAVENTRICULAR","F","1","5","5","01/07/2019-31/12/2020"
"I500","INSUFICIENCIA CARDIACA CONGESTIVA","F","1","10","10","01/07/2019-31/12/2020"
"I610","HEMORRAGIA INTRACEREBRAL EN HEMISFERIO, SUBCORTICAL","F","2","60","30","01/07/2019-31/12/2020"
"I679","ENFERMEDAD CEREBROVASCULAR, NO ESPECIFICADA","F","1","150","150","01/07/2019-31/12/2020"
"I693","SECUELAS DE INFARTO CEREBRAL","F","1","120","120","01/07/2019-31/12/2020"
"I698","SECUELAS DE OTRAS ENFERMEDADES CEREBROVASCULARES Y DE LAS NO ESPECIFICADAS","F","8","331","41","01/07/2019-31/12/2020"
"I779","TRASTORNOS DE ARTERIAS Y ARTERIOLAS, NO ESPECIFICADO","F","1","8","8","01/07/2019-31/12/2020"
"I802","FLEBITIS Y TROMBOFLEBITIS DE OTROS VASOS PROFUNDOS DE LOS MIEMBROS INFERIORES","F","1","5","5","01/07/2019-31/12/2020"
"I803","FLEBITIS Y TROMBOFLEBITIS DE LOS MIEMBROS INFERIORES, NO ESPECIFICADA","F","4","22","6","01/07/2019-31/12/2020"
"I808","FLEBITIS Y TROMBOFLEBITIS DE OTROS SITIOS","F","1","4","4","01/07/2019-31/12/2020"
"I809","FLEBITIS Y TROMBOFLEBITIS DE SITIO NO ESPECIFICADO","F","2","7","4","01/07/2019-31/12/2020"
"I831","VENAS VARICOSAS DE LOS MIEMBROS INFERIORES CON INFLAMACION","F","2","20","10","01/07/2019-31/12/2020"
"I839","VENAS VARICOSAS DE LOS MIEMBROS INFERIORES SIN ULCERA NI INFLAMACION","F","11","109","10","01/07/2019-31/12/2020"
"I848","HEMORROIDES NO ESPECIFICADAS, CON OTRAS COMPLICACIONES","F","1","10","10","01/07/2019-31/12/2020"
"I862","VARICES PELVICAS","F","1","10","10","01/07/2019-31/12/2020"
"I878","OTROS TRASTORNOS VENOSOS ESPECIFICADOS","F","1","5","5","01/07/2019-31/12/2020"
"I891","LINFANGITIS","F","1","2","2","01/07/2019-31/12/2020"
"I958","OTROS TIPOS DE HIPOTENSION","F","1","1","1","01/07/2019-31/12/2020"
"J00X","RINOFARINGITIS AGUDA (RESFRIADO COMUN)","F","52","256","5","01/07/2019-31/12/2020"
"J018","OTRAS SINUSITIS AGUDAS","F","1","7","7","01/07/2019-31/12/2020"
"J019","SINUSITIS AGUDA, NO ESPECIFICADA","F","1","3","3","01/07/2019-31/12/2020"
"J029","FARINGITIS AGUDA, NO ESPECIFICADA","F","4","30","8","01/07/2019-31/12/2020"
"J030","AMIGDALITIS ESTREPTOCOCICA","F","2","5","3","01/07/2019-31/12/2020"
"J039","AMIGDALITIS AGUDA, NO ESPECIFICADA","F","13","29","2","01/07/2019-31/12/2020"
"J040","LARINGITIS AGUDA","F","1","3","3","01/07/2019-31/12/2020"
"J068","OTRAS INFECCIONES AGUDAS DE SITIOS MULTIPLES DE LAS VIAS RESPIRATORIAS SUPERIORES","F","1","14","14","01/07/2019-31/12/2020"
"J069","INFECCION AGUDA DE LAS VIAS RESPIRATORIAS SUPERIORES, NO ESPECIFICADA","F","15","80","5","01/07/2019-31/12/2020"
"J101","INFLUENZA CON OTRAS MANIFESTACIONES RESPIRATORIAS, DEBIDA A VIRUS DE LA INFLUENZA IDENTIFICADO","F","1","9","9","01/07/2019-31/12/2020"
"J159","NEUMONIA BACTERIANA, NO ESPECIFICADA","F","4","29","7","01/07/2019-31/12/2020"
"J180","BRONCONEUMONIA, NO ESPECIFICADA","F","1","10","10","01/07/2019-31/12/2020"
"J189","NEUMONIA, NO ESPECIFICADA","F","3","39","13","01/07/2019-31/12/2020"
"J209","BRONQUITIS AGUDA, NO ESPECIFICADA","F","53","264","5","01/07/2019-31/12/2020"
"J22X","INFECCION AGUDA NO ESPECIFICADA DE LAS VIAS RESPIRATORIAS INFERIORES","F","67","463","7","01/07/2019-31/12/2020"
"J310","RINITIS CRONICA","F","3","14","5","01/07/2019-31/12/2020"
"J342","DESVIACION DEL TABIQUE NASAL","F","5","70","14","01/07/2019-31/12/2020"
"J350","AMIGDALITIS CRONICA","F","2","28","14","01/07/2019-31/12/2020"
"J351","HIPERTROFIA DE LAS AMIGDALAS","F","1","1","1","01/07/2019-31/12/2020"
"J353","HIPERTROFIA DE LAS AMIGDALAS CON HIPERTROFIA DE LAS ADENOIDES","F","7","98","14","01/07/2019-31/12/2020"
"J370","LARINGITIS CRONICA","F","1","5","5","01/07/2019-31/12/2020"
"J398","OTRAS ENFERMEDADES ESPECIFICADAS DE LAS VIAS RESPIRATORIAS SUPERIORES","F","1","5","5","01/07/2019-31/12/2020"
"J399","ENFERMEDAD DE LAS VIAS RESPIRATORIAS SUPERIORES, NO ESPECIFICADA","F","4","26","7","01/07/2019-31/12/2020"
"J40X","BRONQUITIS, NO ESPECIFICADA COMO AGUDA O CRONICA","F","1","2","2","01/07/2019-31/12/2020"
"J42X","BRONQUITIS CRONICA NO ESPECIFICADA","F","1","3","3","01/07/2019-31/12/2020"
"J450","ASMA PREDOMINANTEMENTE ALERGICA","F","1","1","1","01/07/2019-31/12/2020"
"J451","ASMA NO ALERGICA","F","2","4","2","01/07/2019-31/12/2020"
"J458","ASMA MIXTA","F","1","5","5","01/07/2019-31/12/2020"
"J459","ASMA, NO ESPECIFICADA","F","5","20","4","01/07/2019-31/12/2020"
"J46X","ESTADO ASMATICO","F","9","27","3","01/07/2019-31/12/2020"
"J80X","SINDROME DE DIFICULTAD RESPIRATORIA DEL ADULTO","F","1","3","3","01/07/2019-31/12/2020"
"K010","DIENTES INCLUIDOS","F","114","420","4","01/07/2019-31/12/2020"
"K048","QUISTE RADICULAR","F","1","1","1","01/07/2019-31/12/2020"
"K056","ENFERMEDAD DE PERIODONTO, NO ESPECIFICADA","F","1","1","1","01/07/2019-31/12/2020"
"K075","ANOMALIAS DENTOFACIALES FUNCIONALES","F","6","120","20","01/07/2019-31/12/2020"
"K076","TRASTORNOS DE LA ARTICULACION TEMPOROMAXILAR","F","2","19","10","01/07/2019-31/12/2020"
"K083","RAIZ DENTAL RETENIDA","F","12","32","3","01/07/2019-31/12/2020"
"K099","QUISTE DE LA REGION BUCAL, SIN OTRA ESPECIFICACION","F","1","3","3","01/07/2019-31/12/2020"
"K122","CELULITIS Y ABSCESO DE BOCA","F","1","8","8","01/07/2019-31/12/2020"
"K210","ENFERMEDAD DEL REFLUJO GASTROESOFAGICO CON ESOFAGITIS","F","2","6","3","01/07/2019-31/12/2020"
"K219","ENFERMEDAD DEL REFLUJO GASTROESOFAGICO SIN ESOFAGITIS","F","1","2","2","01/07/2019-31/12/2020"
"K296","OTRAS GASTRITIS","F","1","3","3","01/07/2019-31/12/2020"
"K297","GASTRITIS, NO ESPECIFICADA","F","2","3","2","01/07/2019-31/12/2020"
"K317","POLIPO DEL ESTOMAGO Y DEL DUODENO","F","1","2","2","01/07/2019-31/12/2020"
"K350","APENDICITIS AGUDA CON PERITONITIS GENERALIZADA","F","1","7","7","01/07/2019-31/12/2020"
"K351","APENDICITIS AGUDA CON ABSCESO PERITONEAL","F","1","9","9","01/07/2019-31/12/2020"
"K359","APENDICITIS AGUDA, NO ESPECIFICADA","F","31","353","11","01/07/2019-31/12/2020"
"K37X","APENDICITIS, NO ESPECIFICADA","F","2","22","11","01/07/2019-31/12/2020"
"K409","HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA, SIN OBSTRUCION NI GANGRENA","F","12","131","11","01/07/2019-31/12/2020"
"K429","HERNIA UMBILICAL SIN OBSTRUCCION NI GANGRENA","F","26","311","12","01/07/2019-31/12/2020"
"K430","HERNIA VENTRAL CON OBSTRUCCION, SIN GANGRENA","F","1","15","15","01/07/2019-31/12/2020"
"K439","HERNIA VENTRAL SIN OBSTRUCCION NI GANGRENA","F","12","160","13","01/07/2019-31/12/2020"
"K469","HERNIA ABDOMINAL NO ESPECIFICADA, SIN OBSTRUCCION NI GANGRENA","F","2","30","15","01/07/2019-31/12/2020"
"K528","OTRAS COLITIS Y GASTROENTERITIS NO INFECCIOSAS ESPECIFICADAS","F","3","9","3","01/07/2019-31/12/2020"
"K566","OTRAS OBSTRUCCIONES INTESTINALES Y LAS NO ESPECIFICADAS","F","2","17","9","01/07/2019-31/12/2020"
"K589","SINDROME DEL COLON IRRITABLE SIN DIARREA","F","3","6","2","01/07/2019-31/12/2020"
"K590","ESTREÑIMIENTO","F","2","3","2","01/07/2019-31/12/2020"
"K594","ESPASMO ANAL","F","1","10","10","01/07/2019-31/12/2020"
"K605","FISTULA ANORRECTAL","F","1","33","33","01/07/2019-31/12/2020"
"K710","ENFERMEDAD TOXICA DEL HIGADO, CON COLESTASIS","F","1","3","3","01/07/2019-31/12/2020"
"K750","ABSCESO DEL HIGADO","F","1","10","10","01/07/2019-31/12/2020"
"K754","HEPATITIS AUTOINMUNE","F","1","10","10","01/07/2019-31/12/2020"
"K800","CALCULO DE LA VESICULA BILIAR CON COLECISTITIS AGUDA","F","6","68","11","01/07/2019-31/12/2020"
"K802","CALCULO DE LA VESICULA BILIAR SIN COLECISTITIS","F","11","90","8","01/07/2019-31/12/2020"
"K805","CALCULO DE CONDUCTO BILIAR SIN COLANGITIS NI COLECISTITIS","F","1","10","10","01/07/2019-31/12/2020"
"K808","OTRAS COLELITIASIS","F","9","102","11","01/07/2019-31/12/2020"
"K810","COLECISTITIS AGUDA","F","5","54","11","01/07/2019-31/12/2020"
"K922","HEMORRAGIA GASTROINTESTINAL, NO ESPECIFICADA","F","1","5","5","01/07/2019-31/12/2020"
"L00X","SINDROME ESTAFILOCOCICO DE LA PIEL ESCALDADA","F","1","17","17","01/07/2019-31/12/2020"
"L023","ABSCESO CUTANEO, FURUNCULO Y ANTRAX DE GLUTEOS","F","2","37","19","01/07/2019-31/12/2020"
"L024","ABSCESO CUTANEO, FURUNCULO Y ANTRAX DE MIEMBRO","F","1","2","2","01/07/2019-31/12/2020"
"L028","ABSCESO CUTANEO, FURUNCULO Y ANTRAX DE OTROS SITIOS","F","1","3","3","01/07/2019-31/12/2020"
"L030","CELULITIS DE LOS DEDOS DE LA MANO Y DEL PIE","F","1","15","15","01/07/2019-31/12/2020"
"L031","CELULITIS DE OTRAS PARTES DE LOS MIEMBROS","F","2","23","12","01/07/2019-31/12/2020"
"L038","CELULITIS DE OTROS SITIOS","F","1","5","5","01/07/2019-31/12/2020"
"L039","CELULITIS DE SITIO NO ESPECIFICADO","F","4","16","4","01/07/2019-31/12/2020"
"L040","LINFADENITIS AGUDA DE CARA, CABEZA Y CUELLO","F","1","4","4","01/07/2019-31/12/2020"
"L059","QUISTE PILONIDAL SIN ABSCESO","F","1","5","5","01/07/2019-31/12/2020"
"L089","INFECCION LOCAL DE LA PIEL Y DEL TEJIDO SUBCUTANEO, NO ESPECIFICADA","F","1","2","2","01/07/2019-31/12/2020"
"L259","DERMATITIS DE CONTACTO, FORMA Y CAUSA NO ESPECIFICADAS","F","1","30","30","01/07/2019-31/12/2020"
"L309","DERMATITIS, NO ESPECIFICADA","F","1","3","3","01/07/2019-31/12/2020"
"L400","PSORIASIS VULGAR","F","1","3","3","01/07/2019-31/12/2020"
"L500","URTICARIA ALERGICA","F","2","3","2","01/07/2019-31/12/2020"
"L509","URTICARIA, NO ESPECIFICADA","F","1","3","3","01/07/2019-31/12/2020"
"L519","ERITEMA MULTIFORME, NO ESPECIFICADO","F","1","5","5","01/07/2019-31/12/2020"
"L52X","ERITEMA NUDOSO","F","1","6","6","01/07/2019-31/12/2020"
"L570","QUERATOSIS ACTINICA","F","1","5","5","01/07/2019-31/12/2020"
"L609","TRASTORNO DE LA UÑA, NO ESPECIFICADO","F","1","4","4","01/07/2019-31/12/2020"
"L720","QUISTE EPIDERMICO","F","1","2","2","01/07/2019-31/12/2020"
"L923","GRANULOMA POR CUERPO EXTRAÑO DE LA PIEL Y EN EL TEJIDO SUBCUTANEO","F","2","5","3","01/07/2019-31/12/2020"
"L97X","ULCERA DEL MIEMBRO INFERIOR, NO CLASIFICADA EN OTRA PARTE","F","5","44","9","01/07/2019-31/12/2020"
"L984","ULCERA CRONICA DE LA PIEL, NO CLASIFICADA EN OTRA PARTE","F","1","6","6","01/07/2019-31/12/2020"
"M069","ARTRITIS REUMATOIDE, NO ESPECIFICADA","F","1","2","2","01/07/2019-31/12/2020"
"M150","(OSTEO)ARTROSIS PRIMARIA GENERALIZADA","F","2","60","30","01/07/2019-31/12/2020"
"M159","POLIARTROSIS, NO ESPECIFICADA","F","1","1","1","01/07/2019-31/12/2020"
"M160","COXARTROSIS PRIMARIA, BILATERAL","F","4","120","30","01/07/2019-31/12/2020"
"M169","COXARTROSIS, NO ESPECIFICADA","F","2","35","18","01/07/2019-31/12/2020"
"M170","GONARTROSIS PRIMARIA, BILATERAL","F","1","30","30","01/07/2019-31/12/2020"
"M171","OTRAS GONARTROSIS PRIMARIAS","F","2","60","30","01/07/2019-31/12/2020"
"M201","HALLUX VALGUS (ADQUIRIDO)","F","3","75","25","01/07/2019-31/12/2020"
"M203","OTRAS DEFORMIDADES DEL HALLUX (ADQUIRIDAS)","F","1","30","30","01/07/2019-31/12/2020"
"M206","DEFORMIDADES ADQUIRIDAS DE LOS DEDOS DEL PIE, NO ESPECIFICADAS","F","1","30","30","01/07/2019-31/12/2020"
"M210","DEFORMIDAD EN VALGO, NO CLASIFICADA EN OTRA PARTE","F","3","75","25","01/07/2019-31/12/2020"
"M211","DEFORMIDAD EN VARO, NO CLASIFICADA EN OTRA","F","1","30","30","01/07/2019-31/12/2020"
"M221","SUBLUXACION RECIDIVANTE DE LA ROTULA","F","1","30","30","01/07/2019-31/12/2020"
"M224","CONDROMALACIA DE LA ROTULA","F","1","30","30","01/07/2019-31/12/2020"
"M233","OTROS TRASTORNOS DE LOS MENISCOS","F","2","45","23","01/07/2019-31/12/2020"
"M235","INESTABILIDAD CRONICA DE LA RODILLA","F","6","134","22","01/07/2019-31/12/2020"
"M238","OTROS TRASTORNOS INTERNOS DE LA RODILLA","F","5","61","12","01/07/2019-31/12/2020"
"M255","DOLOR EN ARTICULACION","F","10","55","6","01/07/2019-31/12/2020"
"M259","TRASTORNO ARTICULAR, NO ESPECIFICADO","F","1","3","3","01/07/2019-31/12/2020"
"M461","SACROILIITIS, NO CLASIFICADA EN OTRA PARTE","F","2","31","16","01/07/2019-31/12/2020"
"M533","TRASTORNOS SACROCOCCIGEOS, NO CLASIFICADOS EN OTRA PARTE","F","1","3","3","01/07/2019-31/12/2020"
"M541","RADICULOPATIA","F","2","18","9","01/07/2019-31/12/2020"
"M542","CERVICALGIA","F","5","100","20","01/07/2019-31/12/2020"
"M544","LUMBAGO CON CIATICA","F","28","105","4","01/07/2019-31/12/2020"
"M545","LUMBAGO NO ESPECIFICADO","F","42","286","7","01/07/2019-31/12/2020"
"M548","OTRAS DORSALGIAS","F","1","2","2","01/07/2019-31/12/2020"
"M549","DORSALGIA, NO ESPECIFICADA","F","1","2","2","01/07/2019-31/12/2020"
"M621","OTROS DESGARROS (NO TRAUMATICOS) DEL MUSCULO","F","2","19","10","01/07/2019-31/12/2020"
"M624","CONTRACTURA MUSCULAR","F","1","2","2","01/07/2019-31/12/2020"
"M629","TRASTORNO MUSCULAR, NO ESPECIFICADO","F","1","3","3","01/07/2019-31/12/2020"
"M653","DEDO EN GATILLO","F","3","22","7","01/07/2019-31/12/2020"
"M659","SINOVITIS Y TENOSINOVITIS, NO ESPECIFICADA","F","1","2","2","01/07/2019-31/12/2020"
"M674","GANGLION","F","5","55","11","01/07/2019-31/12/2020"
"M725","FASCITIS, NO CLASIFICADA EN OTRA PARTE","F","1","3","3","01/07/2019-31/12/2020"
"M751","SINDROME DE MANGUITO ROTATORIO","F","2","60","30","01/07/2019-31/12/2020"
"M759","LESIONES DEL HOMBRO, NO ESPECIFICADA","F","1","1","1","01/07/2019-31/12/2020"
"M770","EPICONDILITIS MEDIA","F","4","42","11","01/07/2019-31/12/2020"
"M771","EPICONDILITIS LATERAL","F","1","3","3","01/07/2019-31/12/2020"
"M791","MIALGIA","F","1","1","1","01/07/2019-31/12/2020"
"M792","NEURALGIA Y NEURITIS, NO ESPECIFICADAS","F","1","3","3","01/07/2019-31/12/2020"
"M795","CUERPO EXTRAÑO RESIDUAL EN TEJIDO BLANDO","F","1","3","3","01/07/2019-31/12/2020"
"M796","DOLOR EN MIEMBRO","F","5","14","3","01/07/2019-31/12/2020"
"M924","OSTEOCONDROSIS JUVENIL DE LA ROTULA","F","1","90","90","01/07/2019-31/12/2020"
"M925","OSTEOCONDROSIS JUVENIL DE LA TIBIA Y DEL PERONE","F","3","360","120","01/07/2019-31/12/2020"
"M930","DESLIZAMIENTO DE LA EPIFISIS FEMORAL SUPERIOR (NO TRAUMATICO)","F","1","15","15","01/07/2019-31/12/2020"
"M940","SINDROME DE LA ARTICULACION CONDROCOSTAL [TIETZE]","F","3","18","6","01/07/2019-31/12/2020"
"M950","DEFORMIDAD ADQUIRIDA DE LA NARIZ","F","6","77","13","01/07/2019-31/12/2020"
"N049","SINDROME NEFROTICO: NO ESPECIFICADA","F","1","30","30","01/07/2019-31/12/2020"
"N130","HIDRONEFROSIS CON OBSTRUCCION DE LA UNION URETERO-PELVICA","F","2","23","12","01/07/2019-31/12/2020"
"N133","OTRAS HIDRONEFROSIS Y LAS NO ESPECIFICADAS","F","1","18","18","01/07/2019-31/12/2020"
"N200","CALCULO DEL RIÑON","F","19","119","6","01/07/2019-31/12/2020"
"N201","CALCULO DEL URETER","F","19","140","7","01/07/2019-31/12/2020"
"N202","CALCULO DEL RIÑON CON CALCULO DEL URETER","F","1","5","5","01/07/2019-31/12/2020"
"N209","CALCULO URINARIO, NO ESPECIFICADO","F","5","18","4","01/07/2019-31/12/2020"
"N23X","COLICO RENAL, NO ESPECIFICADO","F","33","113","3","01/07/2019-31/12/2020"
"N288","OTROS TRASTORNOS ESPECIFICADOS DEL RIÑON Y DEL URETER","F","1","5","5","01/07/2019-31/12/2020"
"N298","OTROS TRASTORNOS DEL RIÑON Y DEL URETER EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE","F","1","2","2","01/07/2019-31/12/2020"
"N301","CISTITIS INTERSTICIAL (CRONICA)","F","4","31","8","01/07/2019-31/12/2020"
"N308","OTRAS CISTITIS","F","2","2","1","01/07/2019-31/12/2020"
"N368","OTROS TRASTORNOS ESPECIFICADOS DE LA URETRA","F","1","5","5","01/07/2019-31/12/2020"
"N390","INFECCION DE VIAS URINARIAS, SITIO NO ESPECIFICADO","F","53","231","4","01/07/2019-31/12/2020"
"N393","INCONTINENCIA URINARIA POR TENSION","F","1","20","20","01/07/2019-31/12/2020"
"N61X","TRASTORNOS INFLAMATORIOS DE LA MAMA","F","1","5","5","01/07/2019-31/12/2020"
"N62X","HIPERTROFIA DE LA MAMA","F","1","1","1","01/07/2019-31/12/2020"
"N63X","MASA NO ESPECIFICADA EN LA MAMA","F","1","3","3","01/07/2019-31/12/2020"
"N644","MASTODINIA","F","1","1","1","01/07/2019-31/12/2020"
"N648","OTROS TRASTORNOS ESPECIFICADOS DE LA MAMA","F","1","3","3","01/07/2019-31/12/2020"
"N700","SALPINGITIS Y OOFORITIS AGUDA","F","1","15","15","01/07/2019-31/12/2020"
"N739","ENFERMEDAD INFLAMATORIA PELVICA FEMENINA, NO ESPECIFICADA","F","4","35","9","01/07/2019-31/12/2020"
"N751","ABSCESO DE LA GLANDULA DE BARTHOLIN","F","4","12","3","01/07/2019-31/12/2020"
"N760","VAGINITIS AGUDA","F","3","5","2","01/07/2019-31/12/2020"
"N771","VAGINITIS, VULVITIS Y VULVOVAGINITIS EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE","F","2","6","3","01/07/2019-31/12/2020"
"N778","ULCERACION E INFLAMACION VULVOVAGINAL EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE","F","1","1","1","01/07/2019-31/12/2020"
"N806","ENDOMETRIOSIS EN CICATRIZ CUTANEA","F","3","21","7","01/07/2019-31/12/2020"
"N812","PROLAPSO UTEROVAGINAL INCOMPLETO","F","1","30","30","01/07/2019-31/12/2020"
"N813","PROLAPSO UTEROVAGINAL COMPLETO","F","1","30","30","01/07/2019-31/12/2020"
"N815","ENTEROCELE VAGINAL","F","1","20","20","01/07/2019-31/12/2020"
"N832","OTROS QUISTES OVARICOS Y LOS NO ESPECIFICADOS","F","3","80","27","01/07/2019-31/12/2020"
"N835","TORSION DE OVARIO, PEDICULO DE OVARIO Y TROMPA DE FALOPIO","F","3","65","22","01/07/2019-31/12/2020"
"N842","POLIPO DE LA VAGINA","F","1","3","3","01/07/2019-31/12/2020"
"N850","HIPERPLASIA DE GLANDULA DEL ENDOMETRIO","F","7","25","4","01/07/2019-31/12/2020"
"N851","HIPERPLASIA ADENOMATOSA DEL ENDOMETRIO","F","2","10","5","01/07/2019-31/12/2020"
"N870","DISPLASIA CERVICAL LEVE","F","5","17","3","01/07/2019-31/12/2020"
"N872","DISPLASIA CERVICAL SEVERA, NO CLASIFICADA EN OTRA PARTE","F","6","66","11","01/07/2019-31/12/2020"
"N911","AMENORREA SECUNDARIA","F","1","2","2","01/07/2019-31/12/2020"
"N938","OTRAS HEMORRAGIAS UTERINAS O VAGINALES ANORMALES ESPECIFICADAS","F","1","1","1","01/07/2019-31/12/2020"
"N939","HEMORRAGIA VAGINAL Y UTERINA ANORMAL, NO ESPECIFICADA","F","46","337","7","01/07/2019-31/12/2020"
"N946","DISMENORREA, NO ESPECIFICADA","F","1","3","3","01/07/2019-31/12/2020"
"O008","OTROS EMBARAZOS ECTOPICOS","F","1","20","20","01/07/2019-31/12/2020"
"O021","ABORTO RETENIDO","F","22","154","7","01/07/2019-31/12/2020"
"O033","ABORTO ESPONTANEO: INCOMPLETO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS","F","1","2","2","01/07/2019-31/12/2020"
"O034","ABORTO ESPONTANEO: INCOMPLETO, SIN COMPLICACION","F","58","700","12","01/07/2019-31/12/2020"
"O035","ABORTO ESPONTANEO: COMPLETO O NO ESPECIFICADO, COMPLICADO CON INFECCION GENITAL Y PELVIANA","F","2","17","9","01/07/2019-31/12/2020"
"O039","ABORTO ESPONTANEO: COMPLETO O NO ESPECIFICADO, SIN COMPLICACION","F","3","37","12","01/07/2019-31/12/2020"
"O044","ABORTO MEDICO: INCOMPLETO, SIN COMPLICACION","F","3","24","8","01/07/2019-31/12/2020"
"O054","OTRO ABORTO: INCOMPLETO, SIN COMPLICACION","F","2","13","7","01/07/2019-31/12/2020"
"O059","OTRO ABORTO: COMPLETO O NO ESPECIFICADO, SIN COMPLICACION","F","1","8","8","01/07/2019-31/12/2020"
"O120","EDEMA GESTACIONAL","F","1","2","2","01/07/2019-31/12/2020"
"O13X","HIPERTENSION GESTACIONAL (INDUCIDA POR EL EMBARAZO) SIN PROTEINURIA SIGNIFICATIVA","F","1","126","126","01/07/2019-31/12/2020"
"O16X","HIPERTENSION MATERNA, NO ESPECIFICADA","F","1","15","15","01/07/2019-31/12/2020"
"O200","AMENAZA DE ABORTO","F","63","563","9","01/07/2019-31/12/2020"
"O210","HIPEREMESIS GRAVIDICA LEVE","F","1","8","8","01/07/2019-31/12/2020"
"O211","HIPEREMESIS GRAVIDICA CON TRASTORNOS METABOLICOS","F","1","2","2","01/07/2019-31/12/2020"
"O230","INFECCION DEL RIÑON EN EL EMBARAZO","F","1","15","15","01/07/2019-31/12/2020"
"O234","INFECCION NO ESPECIFICADA DE LAS VIAS URINARIAS EN EL EMBARAZO","F","2","15","8","01/07/2019-31/12/2020"
"O239","OTRAS INFECCION Y LAS NO ESPECIFICADAS DE LAS VIAS GENITOURINARIAS EN EL EMBARAZO","F","3","23","8","01/07/2019-31/12/2020"
"O268","OTRAS COMPLICACIONES ESPECIFICADAS RELACIONADAS CON EL EMBARAZO","F","1","30","30","01/07/2019-31/12/2020"
"O269","COMPLICACION RELACIONADA CON EL EMBARAZO, NO ESPECIFICADA","F","1","2","2","01/07/2019-31/12/2020"
"O318","OTRAS COMPLICACIONES ESPECIFICADAS DEL EMBARAZO","F","2","17","9","01/07/2019-31/12/2020"
"O322","ATENCION MATERNA POR POSICION FETAL OBLICUA O TRANSVERSA","F","2","252","126","01/07/2019-31/12/2020"
"O324","ATENCION MATERNA POR CABEZA ALTA EN GESTACION A TERMINO","F","1","126","126","01/07/2019-31/12/2020"
"O325","ATENCION MATERNA POR EMBARAZO MULTIPLE CON PRESENTACION ANORMAL DE UN FETO O MAS","F","3","45","15","01/07/2019-31/12/2020"
"O331","ATENCION MATERNA POR DESPROPORCION DEBIDA A ESTRECHEZ GENERAL DE LA PELVIS","F","1","126","126","01/07/2019-31/12/2020"
"O334","ATENCION MATERNA POR DESPROPORCION FETOPELVIANA DE ORIGEN MIXTO, MATERNO Y FETAL","F","1","40","40","01/07/2019-31/12/2020"
"O342","ATENCION MATERNA POR CICATRIZ UTERINA DEBIDA A CIRUGIA PREVIA","F","14","1,061","76","01/07/2019-31/12/2020"
"O365","ATENCION MATERNA POR DEFICIT DEL CRECIMIENTO FETAL","F","1","14","14","01/07/2019-31/12/2020"
"O368","ATENCION MATERNA POR OTROS PROBLEMAS FETALES ESPECIFICADOS","F","1","139","139","01/07/2019-31/12/2020"
"O410","OLIGOHIDRAMNIOS","F","1","30","30","01/07/2019-31/12/2020"
"O441","PLACENTA PREVIA CON HEMORRAGIA","F","1","20","20","01/07/2019-31/12/2020"
"O459","DESPRENDIMIENTO PREMATURO DE LA PLACENTA, SIN OTRA ESPECIFICACION","F","1","2","2","01/07/2019-31/12/2020"
"O470","FALSO TRABAJO DE PARTO ANTES DE LA 37 SEMANAS COMPLETAS DE GESTACION","F","21","330","16","01/07/2019-31/12/2020"
"O471","FALSO TRABAJO DE PARTO ANTES DE LA 37 Y MAS SEMANAS COMPLETAS DE GESTACION","F","2","25","13","01/07/2019-31/12/2020"
"O479","FALSO TRABAJO DE PARTO SIN OTRA ESPECIFICACION","F","10","436","44","01/07/2019-31/12/2020"
"O610","FRACASO DE LA INDUCCION MEDICA DEL TRABAJO DE PARTO","F","2","252","126","01/07/2019-31/12/2020"
"O620","CONTRACCIONES PRIMARIAS INADECUADAS","F","1","20","20","01/07/2019-31/12/2020"
